#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:34,PHI 25,5,2:37,15,Punt
2,1,1:31,PHI 35,7,3:27,39,Field Goal
3,2,6:44,PHI 30,3,1:45,7,Punt
4,2,2:47,PHI 35,3,1:11,2,Punt
5,3,15:00,PHI 27,3,1:11,1,Punt
6,3,12:20,PHI 26,2,0:48,0,Interception
7,3,9:59,PHI 8,5,1:54,92,Touchdown
8,3,6:36,CHI 36,4,2:03,23,Fumble
9,4,12:49,PHI 21,3,1:34,2,Punt
10,4,6:19,PHI 20,12,3:09,80,Touchdown
11,4,1:12,PHI 30,6,1:03,36,Missed FG
