#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 33,11,5:26,42,Downs
2,1,6:57,CHI 22,11,5:26,78,Touchdown
3,2,13:04,CHI 20,15,6:20,68,Field Goal
4,2,4:59,CHI 20,5,2:12,3,Punt
5,2,1:36,CHI 19,6,1:36,21,End of Half
6,3,13:49,CHI 24,4,1:29,10,Punt
7,3,11:32,CHI 49,3,1:33,7,Punt
8,3,8:05,CHI 36,3,1:29,19,Interception
9,3,4:33,CHI 13,12,6:44,87,Touchdown
10,4,11:15,CHI 37,8,4:56,63,Touchdown
11,4,3:10,PHI 47,7,1:58,17,Downs
12,4,0:09,CHI 42,1,0:09,-1,End of Game
