#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
2,1,8:44,CIN 45,7,3:03,32,Field Goal
3,2,14:54,CIN 31,3,2:42,-2,Punt
4,2,10:07,CIN 15,11,4:20,70,Field Goal
5,2,1:29,CIN 37,2,0:17,63,Touchdown
6,2,0:03,CIN 37,1,0:03,-1,End of Half
7,3,8:11,CIN 31,6,2:52,69,Touchdown
8,3,1:57,CIN 27,4,2:03,11,Fumble
9,4,12:03,CIN 26,13,6:10,38,Missed FG
10,4,4:53,CIN 33,8,2:11,62,Interception
11,4,2:15,CIN 45,4,0:32,55,Touchdown
12,4,1:43,CIN 43,6,0:49,57,Touchdown
13,4,0:17,CIN 35,3,0:17,13,Interception
