#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 22,13,8:10,64,Field Goal
2,1,4:34,CHI 17,11,4:31,61,Field Goal
3,2,8:15,BAL 47,3,1:42,-18,Punt
4,2,1:06,CHI 28,6,1:06,32,Missed FG
5,3,10:05,CHI 28,3,2:08,7,Punt
6,3,3:35,CHI 17,11,6:13,83,Touchdown
7,4,9:48,CHI 4,2,0:48,0,Interception
8,4,8:13,CHI 22,10,3:07,48,Field Goal
9,4,2:09,CHI 35,7,1:45,64,Downs
